Continent,Conformity,Colname,Label
Europe,Acceptable conformity,Chromium VI|water|surface water,49
Europe,Acceptable conformity,Chromium VI|water|unspecified,50
Europe,Acceptable conformity,Chromium-51|air|non-urban air or from high stacks,27
Europe,Marginally acceptable conformity,Chromium-51|water|surface water,28
Europe,Acceptable conformity,Copper|natural resource|in ground,70
Europe,Marginally acceptable conformity,"Copper ion|air|low population density, long-term",52
Europe,Marginally acceptable conformity,Copper ion|air|lower stratosphere + upper troposphere,53
Europe,Marginally acceptable conformity,Copper ion|air|non-urban air or from high stacks,54
Europe,Marginally acceptable conformity,Copper ion|air|unspecified,55
Europe,Acceptable conformity,Copper ion|air|urban air close to ground,56
Europe,Acceptable conformity,Copper ion|soil|agricultural,57
Europe,Acceptable conformity,Copper ion|soil|industrial,58
Europe,Marginally acceptable conformity,Copper ion|soil|unspecified,59
Europe,Marginally acceptable conformity,Copper ion|water|ground-,60
Europe,Marginally acceptable conformity,"Copper ion|water|ground-, long-term",61
Europe,Marginally acceptable conformity,Copper ion|water|ocean,62
Europe,Acceptable conformity,Copper ion|water|surface water,63
Europe,Acceptable conformity,Copper ion|water|unspecified,64
Europe,Marginally acceptable conformity,Copper oxide|soil|agricultural,65
Europe,Acceptable conformity,Copper oxychloride|air|non-urban air or from high stacks,66
Europe,Acceptable conformity,Copper oxychloride|soil|agricultural,67
Europe,Close conformity,Copper oxychloride|soil|forestry,68
Europe,Acceptable conformity,Copper oxychloride|water|unspecified,69
Europe,Marginally acceptable conformity,"Iron ion|air|low population density, long-term",72
Europe,Acceptable conformity,Iron ion|air|non-urban air or from high stacks,73
Europe,Marginally acceptable conformity,Iron ion|air|unspecified,74
Europe,Nonconformity,Iron ion|air|urban air close to ground,75
Europe,Acceptable conformity,Iron ion|soil|agricultural,76
Europe,Acceptable conformity,Iron ion|soil|industrial,77
Europe,Marginally acceptable conformity,Iron ion|soil|unspecified,78
Europe,Acceptable conformity,Iron ion|water|ground-,79
Europe,Acceptable conformity,"Iron ion|water|ground-, long-term",80
Europe,Acceptable conformity,Iron ion|water|ocean,81
Europe,Acceptable conformity,Iron ion|water|surface water,82
Europe,Acceptable conformity,Iron-59|water|surface water,71
North America,Marginally acceptable conformity,"Arsenic ion|air|low population density, long-term",1
North America,Marginally acceptable conformity,Arsenic ion|air|non-urban air or from high stacks,2
North America,Nonconformity,Arsenic ion|air|unspecified,3
North America,Acceptable conformity,Arsenic ion|air|urban air close to ground,4
North America,Acceptable conformity,Arsenic ion|soil|agricultural,5
North America,Marginally acceptable conformity,Arsenic ion|soil|industrial,6
North America,Marginally acceptable conformity,Arsenic ion|soil|unspecified,7
North America,Nonconformity,Arsenic ion|water|ground-,8
North America,Nonconformity,"Arsenic ion|water|ground-, long-term",9
North America,Acceptable conformity,Arsenic ion|water|ocean,10
North America,Acceptable conformity,Arsenic ion|water|surface water,11
North America,Nonconformity,Arsenic ion|water|unspecified,12
North America,Nonconformity,Cadmium|natural resource|in ground,26
North America,Marginally acceptable conformity,"Cadmium II|air|low population density, long-term",13
North America,Nonconformity,Cadmium II|air|lower stratosphere + upper troposphere,14
North America,Marginally acceptable conformity,Cadmium II|air|non-urban air or from high stacks,15
North America,Marginally acceptable conformity,Cadmium II|air|unspecified,16
North America,Nonconformity,Cadmium II|air|urban air close to ground,17
North America,Marginally acceptable conformity,Cadmium II|soil|agricultural,18
North America,Nonconformity,Cadmium II|soil|forestry,19
North America,Nonconformity,Cadmium II|soil|industrial,20
North America,Marginally acceptable conformity,Cadmium II|soil|unspecified,21
North America,Nonconformity,Cadmium II|water|ground-,22
North America,Nonconformity,"Cadmium II|water|ground-, long-term",23
North America,Acceptable conformity,Cadmium II|water|ocean,24
North America,Acceptable conformity,Cadmium II|water|surface water,25
North America,Marginally acceptable conformity,Chromium|natural resource|in ground,51
North America,Acceptable conformity,"Chromium III|air|low population density, long-term",29
North America,Nonconformity,Chromium III|air|lower stratosphere + upper troposphere,30
North America,Marginally acceptable conformity,Chromium III|air|non-urban air or from high stacks,31
North America,Acceptable conformity,Chromium III|air|unspecified,32
North America,Nonconformity,Chromium III|air|urban air close to ground,33
North America,Acceptable conformity,Chromium III|soil|agricultural,34
North America,Nonconformity,Chromium III|soil|forestry,35
North America,Nonconformity,Chromium III|soil|industrial,36
North America,Nonconformity,Chromium III|soil|unspecified,37
North America,Marginally acceptable conformity,Chromium III|water|ground-,38
North America,Acceptable conformity,Chromium III|water|ocean,39
North America,Nonconformity,Chromium III|water|surface water,40
North America,Nonconformity,Chromium III|water|unspecified,41
North America,Marginally acceptable conformity,"Chromium VI|air|low population density, long-term",42
North America,Acceptable conformity,Chromium VI|air|non-urban air or from high stacks,43
North America,Nonconformity,Chromium VI|air|unspecified,44
North America,Nonconformity,Chromium VI|air|urban air close to ground,45
North America,Nonconformity,Chromium VI|soil|unspecified,46
North America,Nonconformity,Chromium VI|water|ground-,47
North America,Nonconformity,"Chromium VI|water|ground-, long-term",48
North America,Nonconformity,Chromium VI|water|surface water,49
North America,Nonconformity,Chromium VI|water|unspecified,50
North America,Marginally acceptable conformity,Chromium-51|air|non-urban air or from high stacks,27
North America,Acceptable conformity,Chromium-51|water|surface water,28
North America,Marginally acceptable conformity,Copper|natural resource|in ground,70
North America,Marginally acceptable conformity,"Copper ion|air|low population density, long-term",52
North America,Nonconformity,Copper ion|air|lower stratosphere + upper troposphere,53
North America,Nonconformity,Copper ion|air|non-urban air or from high stacks,54
North America,Acceptable conformity,Copper ion|air|unspecified,55
North America,Acceptable conformity,Copper ion|air|urban air close to ground,56
North America,Nonconformity,Copper ion|soil|agricultural,57
North America,Nonconformity,Copper ion|soil|industrial,58
North America,Nonconformity,Copper ion|soil|unspecified,59
North America,Nonconformity,Copper ion|water|ground-,60
