Colname,Conformity,Continent,Label
"1,1,1,2-Tetrafluoroethane|air|urban air close to ground",Nonconformity,North America,3
"1,1,1-Trifluoroethane|air|non-urban air or from high stacks",Close conformity,North America,2
"1,1,2-Trichloro-1,2,2-trifluoroethane|air|non-urban air or from high stacks",Marginally acceptable conformity,North America,4
"1,1,2-Trichloro-1,2,2-trifluoroethane|air|urban air close to ground",Acceptable conformity,North America,5
1-Pentanol|air|urban air close to ground,Marginally acceptable conformity,North America,1
"2,4-Dichlorophenol|air|urban air close to ground",Acceptable conformity,North America,9
2-Aminopropanol|air|urban air close to ground,Nonconformity,North America,6
2-Methyl-2-butene|air|urban air close to ground,Marginally acceptable conformity,North America,7
2-Nitrobenzoic acid|air|urban air close to ground,Nonconformity,North America,8
4-Methyl-2-pentanone|air|non-urban air or from high stacks,Marginally acceptable conformity,North America,10
Acetaldehyde|air|urban air close to ground,Marginally acceptable conformity,North America,11
Acetamiprid|air|non-urban air or from high stacks,Nonconformity,North America,12
Acetic acid|air|non-urban air or from high stacks,Acceptable conformity,North America,13
Acetone|air|urban air close to ground,Marginally acceptable conformity,North America,14
Acrolein|air|non-urban air or from high stacks,Acceptable conformity,North America,15
Acrolein|air|unspecified,Marginally acceptable conformity,North America,16
Acrylic acid|air|urban air close to ground,Acceptable conformity,North America,17
"Aerosols, radioactive, unspecified|air|non-urban air or from high stacks",Nonconformity,North America,18
"Ammonia|air|low population density, long-term",Acceptable conformity,North America,19
Anthranilic acid|air|urban air close to ground,Marginally acceptable conformity,North America,20
Antimony-125|air|non-urban air or from high stacks,Acceptable conformity,North America,21
Arsine|air|urban air close to ground,Marginally acceptable conformity,North America,22
"Beryllium II|air|low population density, long-term",Nonconformity,North America,23
"Bromine|air|low population density, long-term",Marginally acceptable conformity,North America,24
Bromine|air|non-urban air or from high stacks,Marginally acceptable conformity,North America,25
Bromine|air|urban air close to ground,Acceptable conformity,North America,26
Butadiene|air|urban air close to ground,Marginally acceptable conformity,North America,27
Butanol|air|urban air close to ground,Marginally acceptable conformity,North America,28
Butene|air|urban air close to ground,Acceptable conformity,North America,29
"Cadmium II|air|low population density, long-term",Marginally acceptable conformity,North America,30
Calcium II|air|unspecified,Marginally acceptable conformity,North America,31
"Carbon dioxide, fossil|air|non-urban air or from high stacks",Nonconformity,North America,33
"Carbon dioxide, from soil or biomass stock|air|unspecified",Acceptable conformity,North America,34
Carbon-14|air|non-urban air or from high stacks,Acceptable conformity,North America,32
Chloramine|air|urban air close to ground,Acceptable conformity,North America,35
Chlorine|air|urban air close to ground,Nonconformity,North America,36
Chlorosulfonic acid|air|unspecified,Nonconformity,North America,37
"Chromium III|air|low population density, long-term",Acceptable conformity,North America,39
Chromium III|air|unspecified,Acceptable conformity,North America,40
"Chromium VI|air|low population density, long-term",Marginally acceptable conformity,North America,41
Chromium-51|air|non-urban air or from high stacks,Marginally acceptable conformity,North America,38
Cobalt II|air|urban air close to ground,Nonconformity,North America,43
Cobalt-58|air|non-urban air or from high stacks,Acceptable conformity,North America,42
Cumene|air|non-urban air or from high stacks,Nonconformity,North America,44
Dichlorodifluoromethane|air|urban air close to ground,Nonconformity,North America,45
Dichloromethane|air|non-urban air or from high stacks,Marginally acceptable conformity,North America,46
Diethyl ether|air|urban air close to ground,Marginally acceptable conformity,North America,47
Dimethyl malonate|air|urban air close to ground,Acceptable conformity,North America,48
Dimethylamine|air|unspecified,Marginally acceptable conformity,North America,49
"Dinitrogen monoxide|air|low population density, long-term",Acceptable conformity,North America,50
"Dioxins, measured as 2,3,7,8-tetrachlorodibenzo-p-dioxin|air|low population density, long-term",Acceptable conformity,North America,51
"Dioxins, measured as 2,3,7,8-tetrachlorodibenzo-p-dioxin|air|urban air close to ground",Acceptable conformity,North America,52
Dipropyl amine|air|urban air close to ground,Nonconformity,North America,53
Ethane|air|non-urban air or from high stacks,Nonconformity,North America,54
Ethanol|air|unspecified,Nonconformity,North America,55
Ethanol|air|urban air close to ground,Acceptable conformity,North America,56
Ethylamine|air|urban air close to ground,Nonconformity,North America,57
Ethylene dichloride|air|non-urban air or from high stacks,Marginally acceptable conformity,North America,58
Ethylene dichloride|air|urban air close to ground,Nonconformity,North America,59
Ethylene oxide|air|unspecified,Acceptable conformity,North America,60
Fludioxonil|air|non-urban air or from high stacks,Acceptable conformity,North America,61
"Fluorine|air|low population density, long-term",Marginally acceptable conformity,North America,62
Formamide|air|urban air close to ground,Acceptable conformity,North America,63
Hexane|air|urban air close to ground,Nonconformity,North America,64
"Hydrocarbons, aliphatic, alkanes, cyclic|air|non-urban air or from high stacks",Nonconformity,North America,65
"Hydrocarbons, aliphatic, unsaturated|air|unspecified",Acceptable conformity,North America,66
"Hydrocarbons, chlorinated|air|urban air close to ground",Marginally acceptable conformity,North America,67
Hydrochloric acid|air|non-urban air or from high stacks,Nonconformity,North America,68
Iodine|air|urban air close to ground,Nonconformity,North America,72
Iodine-129|air|non-urban air or from high stacks,Acceptable conformity,North America,69
Iodine-131|air|non-urban air or from high stacks,Nonconformity,North America,70
Iodine-133|air|non-urban air or from high stacks,Acceptable conformity,North America,71
Iron ion|air|urban air close to ground,Nonconformity,North America,73
Isobutanol|air|urban air close to ground,Marginally acceptable conformity,North America,74
Isopropanol|air|non-urban air or from high stacks,Nonconformity,North America,75
Isopropylamine|air|urban air close to ground,Acceptable conformity,North America,76
Krypton-85|air|non-urban air or from high stacks,Nonconformity,North America,77
Lambda-cyhalothrin|air|non-urban air or from high stacks,Nonconformity,North America,78
Lead-210|air|urban air close to ground,Nonconformity,North America,79
"Magnesium|air|low population density, long-term",Marginally acceptable conformity,North America,80
Magnesium|air|unspecified,Acceptable conformity,North America,81
"Manganese II|air|low population density, long-term",Nonconformity,North America,83
Manganese II|air|non-urban air or from high stacks,Nonconformity,North America,84
Manganese-54|air|non-urban air or from high stacks,Nonconformity,North America,82
Mercury II|air|urban air close to ground,Marginally acceptable conformity,North America,85
"Methane, bromo-, Halon 1001|air|urban air close to ground",Acceptable conformity,North America,86
"Methane, bromotrifluoro-, Halon 1301|air|non-urban air or from high stacks",Marginally acceptable conformity,North America,87
"Methane, bromotrifluoro-, Halon 1301|air|urban air close to ground",Nonconformity,North America,88
"Methane, fossil|air|non-urban air or from high stacks",Nonconformity,North America,89
"Methane, fossil|air|urban air close to ground",Nonconformity,North America,90
Methyl acetate|air|urban air close to ground,Acceptable conformity,North America,91
Methyl ethyl ketone|air|non-urban air or from high stacks,Marginally acceptable conformity,North America,92
Methyl formate|air|unspecified,Nonconformity,North America,93
Methylamine|air|urban air close to ground,Marginally acceptable conformity,North America,94
Molybdenum VI|air|non-urban air or from high stacks,Acceptable conformity,North America,95
"Nickel II|air|low population density, long-term",Nonconformity,North America,96
Nickel II|air|urban air close to ground,Nonconformity,North America,97
Niobium-95|air|non-urban air or from high stacks,Marginally acceptable conformity,North America,98
"Nitrate|air|low population density, long-term",Acceptable conformity,North America,99
Nitric acid|air|urban air close to ground,Nonconformity,North America,100
Nitrobenzene|air|urban air close to ground,Nonconformity,North America,101
Nitrogen fluoride|air|urban air close to ground,Close conformity,North America,102
"Nitrogen oxides|air|low population density, long-term",Marginally acceptable conformity,North America,103
Octaethylene glycol monododecyl ether|air|unspecified,Acceptable conformity,North America,106
"PAH, polycyclic aromatic hydrocarbons|air|non-urban air or from high stacks",Nonconformity,North America,107
Paraffins|air|non-urban air or from high stacks,Nonconformity,North America,108
"Particulate Matter, < 2.5 um|air|urban air close to ground",Acceptable conformity,North America,109
"Particulate Matter, > 10 um|air|low population density, long-term",Acceptable conformity,North America,110
"Particulate Matter, > 10 um|air|unspecified",Acceptable conformity,North America,111
"Particulate Matter, > 2.5 um and < 10um|air|low population density, long-term",Marginally acceptable conformity,North America,112
"Particulate Matter, > 2.5 um and < 10um|air|unspecified",Acceptable conformity,North America,113
Pentachlorophenol|air|unspecified,Marginally acceptable conformity,North America,114
Phenol|air|urban air close to ground,Acceptable conformity,North America,115
Phosphine|air|urban air close to ground,Marginally acceptable conformity,North America,116
Phosphoric acid|air|urban air close to ground,Acceptable conformity,North America,117
"Phosphorus|air|low population density, long-term",Acceptable conformity,North America,118
Platinum|air|urban air close to ground,Acceptable conformity,North America,119
Plutonium-238|air|non-urban air or from high stacks,Nonconformity,North America,120
Plutonium-alpha|air|non-urban air or from high stacks,Marginally acceptable conformity,North America,121
Potassium I|air|non-urban air or from high stacks,Marginally acceptable conformity,North America,124
Potassium I|air|unspecified,Nonconformity,North America,125
Potassium-40|air|non-urban air or from high stacks,Marginally acceptable conformity,North America,122
Potassium-40|air|urban air close to ground,Nonconformity,North America,123
Propanal|air|unspecified,Marginally acceptable conformity,North America,126
Propane|air|urban air close to ground,Acceptable conformity,North America,127
Propanol|air|non-urban air or from high stacks,Acceptable conformity,North America,128
Propyl amine|air|urban air close to ground,Marginally acceptable conformity,North America,129
Propylene|air|non-urban air or from high stacks,Nonconformity,North America,130
"Radioactive species, other beta emitters|air|non-urban air or from high stacks",Nonconformity,North America,131
"Radioactive species, other beta emitters|air|unspecified",Acceptable conformity,North America,132
Radium-226|air|urban air close to ground,Nonconformity,North America,133
Radium-228|air|non-urban air or from high stacks,Acceptable conformity,North America,134
Radon-220|air|non-urban air or from high stacks,Acceptable conformity,North America,135
Radon-220|air|urban air close to ground,Nonconformity,North America,136
Radon-222|air|non-urban air or from high stacks,Acceptable conformity,North America,137
Radon-222|air|urban air close to ground,Acceptable conformity,North America,138
Scandium|air|non-urban air or from high stacks,Nonconformity,North America,139
Selenium IV|air|non-urban air or from high stacks,Marginally acceptable conformity,North America,140
Selenium IV|air|urban air close to ground,Nonconformity,North America,141
"Silicon|air|low population density, long-term",Nonconformity,North America,142
Silicon|air|non-urban air or from high stacks,Nonconformity,North America,143
Silver-110|air|non-urban air or from high stacks,Acceptable conformity,North America,144
Sodium hydroxide|air|urban air close to ground,Acceptable conformity,North America,145
Sodium tetrahydridoborate|air|urban air close to ground,Acceptable conformity,North America,146
Strontium II|air|non-urban air or from high stacks,Acceptable conformity,North America,147
Sulfate|air|non-urban air or from high stacks,Nonconformity,North America,148
Sulfate|air|urban air close to ground,Nonconformity,North America,149
Sulfur dichloride|air|unspecified,Nonconformity,North America,150
Sulfur hexafluoride|air|unspecified,Nonconformity,North America,151
Sulfur trioxide|air|urban air close to ground,Nonconformity,North America,152
Tebuconazole|air|non-urban air or from high stacks,Acceptable conformity,North America,153
Teflubenzuron|air|non-urban air or from high stacks,Nonconformity,North America,154
Tetramethyl ammonium hydroxide|air|urban air close to ground,Acceptable conformity,North America,155
"Thallium I|air|low population density, long-term",Marginally acceptable conformity,North America,156
Thorium|air|non-urban air or from high stacks,Nonconformity,North America,161
Thorium|air|urban air close to ground,Nonconformity,North America,162
Thorium-228|air|unspecified,Marginally acceptable conformity,North America,157
Thorium-230|air|non-urban air or from high stacks,Nonconformity,North America,158
Thorium-232|air|non-urban air or from high stacks,Nonconformity,North America,159
Thorium-232|air|urban air close to ground,Nonconformity,North America,160
Tin ion|air|unspecified,Marginally acceptable conformity,North America,163
Tin ion|air|urban air close to ground,Nonconformity,North America,164
Titanium ion|air|non-urban air or from high stacks,Nonconformity,North America,165
Toluene|air|urban air close to ground,Acceptable conformity,North America,166
Trifloxystrobin|air|non-urban air or from high stacks,Nonconformity,North America,167
Triflumuron|air|non-urban air or from high stacks,Nonconformity,North America,168
Trimethylamine|air|urban air close to ground,Marginally acceptable conformity,North America,169
Trimethylchlorosilane|air|urban air close to ground,Acceptable conformity,North America,170
Tritium|air|non-urban air or from high stacks,Acceptable conformity,North America,171
"Tungsten|air|low population density, long-term",Marginally acceptable conformity,North America,172
Uranium alpha|air|non-urban air or from high stacks,Nonconformity,North America,173
Vanadium V|air|urban air close to ground,Acceptable conformity,North America,174
Water|air|unspecified,Nonconformity,North America,175
Xenon-135m|air|non-urban air or from high stacks,Acceptable conformity,North America,176
Xenon-137|air|non-urban air or from high stacks,Acceptable conformity,North America,177
"Xylenes, unspecified|air|urban air close to ground",Marginally acceptable conformity,North America,178
Zinc-65|air|non-urban air or from high stacks,Nonconformity,North America,179
Zirconium-95|air|non-urban air or from high stacks,Acceptable conformity,North America,180
o-Chlorotoluene|air|urban air close to ground,Nonconformity,North America,104
o-Nitrotoluene|air|urban air close to ground,Marginally acceptable conformity,North America,105
"1,1,1,2-Tetrafluoroethane|air|urban air close to ground",Acceptable conformity,Europe,3
"1,1,1-Trifluoroethane|air|non-urban air or from high stacks",Acceptable conformity,Europe,2
"1,1,2-Trichloro-1,2,2-trifluoroethane|air|non-urban air or from high stacks",Acceptable conformity,Europe,4
"1,1,2-Trichloro-1,2,2-trifluoroethane|air|urban air close to ground",Acceptable conformity,Europe,5
1-Pentanol|air|urban air close to ground,Close conformity,Europe,1
"2,4-Dichlorophenol|air|urban air close to ground",Acceptable conformity,Europe,9
2-Aminopropanol|air|urban air close to ground,Acceptable conformity,Europe,6
2-Methyl-2-butene|air|urban air close to ground,Acceptable conformity,Europe,7
2-Nitrobenzoic acid|air|urban air close to ground,Close conformity,Europe,8
4-Methyl-2-pentanone|air|non-urban air or from high stacks,Close conformity,Europe,10
Acetaldehyde|air|urban air close to ground,Acceptable conformity,Europe,11
Acetamiprid|air|non-urban air or from high stacks,Acceptable conformity,Europe,12
Acetic acid|air|non-urban air or from high stacks,Acceptable conformity,Europe,13
