"","Database","Column","ChiSq","ChiSqP","MantissaArcTest","MantissaArcTestP","MADConformity","MAD","NumberOfObservations"
"2266","Ecoinvent","Thifensulfuron-methyl|soil|agricultural",70.8643963514379,3.30594132569104e-12,0.00166047505193505,2.396025655754e-16,"Close conformity",0.00513719122710257,21661
"2267","Ecoinvent","Thiobencarb|soil|agricultural",150.778238106554,1.34924252458251e-28,0.00273421872338888,1.94094389837748e-26,"Acceptable conformity",0.00806651825738783,21653
"2268","Ecoinvent","Thiocyanate|water|ocean",128.208252119477,6.65145260360941e-24,0.00196077907674033,3.64139706918676e-19,"Acceptable conformity",0.00752168931192532,21653
"2269","Ecoinvent","Thiodicarb|air|non-urban air or from high stacks",143.041081542615,5.52720521917522e-27,0.000770624386013267,5.63043057841278e-08,"Acceptable conformity",0.00749723351536961,21661
"2270","Ecoinvent","Thiodicarb|soil|agricultural",165.604061360063,1.07481648933961e-31,0.000766511860702478,6.15501581615192e-08,"Acceptable conformity",0.00822709047884104,21661
"2271","Ecoinvent","Thiodicarb|soil|forestry",205.19415035938,5.13652947201698e-40,0.00112034821260004,2.91402758910406e-11,"Acceptable conformity",0.00775473141159998,21653
"2272","Ecoinvent","Thiodicarb|water|ground-",159.162144327156,2.39403024494614e-30,0.000760378322454365,7.0724639561877e-08,"Acceptable conformity",0.0077569179896949,21653
"2273","Ecoinvent","Thiodicarb|water|unspecified",183.189207978841,2.20154582471128e-35,0.0012659243263416,1.2460289789186e-12,"Acceptable conformity",0.00926629075319457,21653
"2274","Ecoinvent","Thionyl chloride|air|unspecified",104.866870434739,4.3072316839321e-19,0.00106180610033409,1.0351676967173e-10,"Acceptable conformity",0.00638841852607812,21653
"2275","Ecoinvent","Thiophanate-methyl|air|non-urban air or from high stacks",107.170774193457,1.45105005697279e-19,0.000316310903847649,0.00106043083956989,"Acceptable conformity",0.00647259979028258,21653
"2276","Ecoinvent","Thiophanate-methyl|soil|agricultural",179.018837117789,1.65441211684177e-34,0.00114189214371808,1.82767640313544e-11,"Acceptable conformity",0.00773930764990072,21653
"2277","Ecoinvent","Thiophanate-methyl|soil|forestry",183.233539999162,2.15482962267607e-35,0.00120965140800164,4.21411320256925e-12,"Acceptable conformity",0.00920261567173483,21653
"2278","Ecoinvent","Thiophanate-methyl|water|ground-",240.032937932084,2.22833979459175e-47,0.00157025659302322,1.71259606542421e-15,"Acceptable conformity",0.00899533867441327,21653
